,id,duracion_estadia,genero,edad,ni�os,codigo_destino,tipo_acomodacion
1611,1002136,3,F,42.0,1.0,,AirBnB
1612,1008013,4,M,47.0,0.0,US,AirBnB
1613,1007809,4,M,35.0,0.0,,Hotel
1614,1012112,5,F,45.0,0.0,ES,Hotel
1615,1001643,2,F,36.0,0.0,,AirBnB
1616,1009384,2,M,43.0,1.0,IT,Hotel
1617,1012829,5,M,43.0,1.0,AR,Hotel
1618,1013935,3,F,44.0,1.0,,AirBnB
1619,1005764,7,M,46.0,1.0,US,Hotel
1620,1012561,4,F,40.0,1.0,IT,Hotel
1621,1004009,1,F,36.0,1.0,COL,Hotel
1622,1013342,2,M,32.0,1.0,US,AirBnB
1623,1011284,6,F,36.0,0.0,NL,AirBnB
1624,1002194,2,M,47.0,0.0,IT,AirBnB
1625,1006542,5,F,35.0,0.0,US,AirBnB
1626,1010575,2,M,42.0,1.0,NL,Hotel
1627,1004277,3,M,44.0,,ES,Hotel
1628,1004174,3,F,39.0,0.0,NL,AirBnB
1629,1008336,3,M,39.0,1.0,ES,AirBnB
1630,1003671,2,M,41.0,1.0,ES,Hotel
1631,1006165,4,M,42.0,0.0,COL,AirBnB
1632,1011775,4,F,42.0,1.0,US,AirBnB
1633,1006746,3,F,40.0,0.0,IT,AirBnB
1634,1006170,6,M,44.0,1.0,AR,Hotel
1635,1008319,3,F,42.0,1.0,,AirBnB
1636,1011296,5,F,30.0,0.0,PE,AirBnB
1637,1000029,5,M,37.0,1.0,,AirBnB
1638,1012424,5,M,36.0,0.0,IT,Hotel
1639,1010592,2,F,33.0,,AR,AirBnB
1640,1013083,4,F,43.0,0.0,IT,Hotel
1641,1008962,2,F,42.0,1.0,UK,AirBnB
1642,1001863,5,M,46.0,0.0,AR,AirBnB
1643,1002203,3,M,44.0,1.0,NL,Hotel
1644,1006285,5,M,,0.0,NL,AirBnB
1645,1012192,2,F,41.0,0.0,UK,Hotel
1646,1004267,2,F,50.0,1.0,UK,AirBnB
1647,1007500,6,M,44.0,1.0,,Hotel
1648,1005674,3,F,40.0,0.0,UK,AirBnB
1649,1005332,6,F,41.0,,PE,Hotel
1650,1007811,3,F,37.0,1.0,US,Hotel
1651,1011752,5,M,38.0,0.0,AR,Hotel
1652,1012228,2,F,34.0,1.0,ES,Hotel
1653,1006955,4,F,,,AR,AirBnB
1654,1011746,1,F,48.0,1.0,,AirBnB
1655,1002629,4,F,,0.0,US,Hotel
1656,1004473,2,M,,1.0,ES,Hotel
1657,1000134,7,F,41.0,1.0,ES,AirBnB
1658,1012705,3,M,42.0,0.0,IT,AirBnB
1659,1010007,4,M,30.0,0.0,UK,Hotel
1660,1009513,4,M,45.0,1.0,NL,Hotel
1661,1009227,8,M,,1.0,,Hotel
1662,1010235,5,M,39.0,1.0,COL,AirBnB
1663,1004056,3,M,38.0,0.0,,Hotel
1664,1005264,1,M,35.0,,ES,Hotel
1665,1010611,2,M,39.0,0.0,PE,Hotel
1666,1005946,2,M,41.0,0.0,UK,AirBnB
1667,1001800,4,M,37.0,0.0,IT,Hotel
1668,1010548,2,M,,0.0,AR,AirBnB
1669,1012252,4,M,41.0,0.0,ES,AirBnB
1670,1000799,2,F,43.0,0.0,IT,Hotel
1671,1014076,2,F,36.0,0.0,UK,AirBnB
1672,1000538,3,F,44.0,0.0,COL,Hotel
1673,1008871,4,M,48.0,0.0,COL,AirBnB
1674,1001632,5,F,36.0,0.0,ES,AirBnB
1675,1012668,3,M,39.0,1.0,PE,AirBnB
1676,1001867,2,F,37.0,1.0,US,Hotel
1677,1011342,5,F,37.0,0.0,PE,AirBnB
1678,1004189,2,F,39.0,0.0,,AirBnB
1679,1005960,5,F,33.0,1.0,ES,Hotel
1680,1012146,1,M,42.0,1.0,COL,Hotel
1681,1001154,2,M,43.0,0.0,NL,AirBnB
1682,1003535,6,F,45.0,0.0,PE,Hotel
1683,1000953,4,M,32.0,1.0,UK,AirBnB
1684,1000735,6,M,33.0,,UK,AirBnB
1685,1010294,3,F,35.0,1.0,US,Hotel
1686,1013317,3,F,43.0,1.0,AR,AirBnB
1687,1006218,3,F,43.0,0.0,UK,Hotel
1688,1010764,3,F,50.0,1.0,AR,AirBnB
1689,1003839,8,F,43.0,1.0,IT,AirBnB
1690,1013755,5,M,54.0,,,Hotel
1691,1012099,5,M,43.0,0.0,US,AirBnB
1692,1008822,4,F,36.0,0.0,,AirBnB
1693,1003304,2,M,37.0,0.0,IT,Hotel
1694,1013582,5,M,37.0,0.0,PE,Hotel
1695,1007492,3,F,37.0,0.0,IT,AirBnB
1696,1004024,4,M,46.0,1.0,AR,Hotel
1697,1001967,4,M,40.0,1.0,US,AirBnB
1698,1003194,5,F,51.0,1.0,UK,AirBnB
1699,1012642,8,M,41.0,1.0,US,Hotel
1700,1012960,5,F,44.0,0.0,NL,Hotel
1701,1002658,5,F,44.0,1.0,COL,AirBnB
1702,1010613,6,F,47.0,1.0,ES,AirBnB
1703,1007725,4,M,,1.0,NL,Hotel
1704,1002130,3,M,46.0,1.0,US,Hotel
1705,1004759,6,M,49.0,0.0,US,AirBnB
1706,1003822,2,F,44.0,1.0,NL,AirBnB
1707,1006476,1,M,,0.0,UK,AirBnB
1708,1010279,4,M,41.0,1.0,NL,Hotel
1709,1012100,1,F,47.0,1.0,NL,AirBnB
1710,1012275,4,M,38.0,0.0,NL,Hotel
1711,1008070,3,F,42.0,0.0,IT,Hotel
1712,1013346,2,F,41.0,1.0,NL,AirBnB
1713,1006829,5,M,,,AR,Hotel
1714,1006663,5,F,,0.0,UK,Hotel
1715,1011624,3,F,42.0,,ES,Hotel
1716,1004187,6,M,40.0,0.0,IT,Hotel
1717,1007668,3,M,47.0,0.0,US,AirBnB
1718,1013994,3,F,38.0,0.0,COL,AirBnB
1719,1012736,2,M,47.0,1.0,UK,Hotel
1720,1007762,5,M,45.0,,PE,Hotel
1721,1001432,6,F,42.0,1.0,AR,AirBnB
1722,1001750,3,F,44.0,0.0,UK,Hotel
1723,1013716,2,M,38.0,1.0,UK,AirBnB
1724,1011493,4,M,32.0,0.0,ES,Hotel
1725,1000572,3,M,39.0,0.0,COL,Hotel
1726,1002455,2,M,46.0,1.0,,Hotel
1727,1002618,6,M,50.0,1.0,NL,Hotel
1728,1011317,2,F,41.0,0.0,IT,Hotel
1729,1013292,7,M,46.0,0.0,ES,AirBnB
1730,1011500,2,F,,,AR,Hotel
1731,1008895,4,M,37.0,,UK,Hotel
1732,1009824,5,M,41.0,1.0,,Hotel
1733,1001845,4,F,,1.0,ES,AirBnB
1734,1011047,4,M,,0.0,,AirBnB
1735,1003834,3,F,42.0,0.0,US,Hotel
1736,1011333,3,M,32.0,1.0,AR,AirBnB
1737,1013449,3,M,41.0,0.0,US,AirBnB
1738,1011356,3,F,,,US,Hotel
1739,1008918,6,M,41.0,0.0,UK,AirBnB
1740,1008670,3,M,43.0,0.0,UK,AirBnB
1741,1008009,4,M,40.0,0.0,ES,Hotel
1742,1014067,4,F,43.0,,ES,Hotel
1743,1005383,3,F,37.0,1.0,IT,Hotel
1744,1010008,3,M,45.0,1.0,US,Hotel
1745,1004704,4,M,41.0,0.0,,AirBnB
1746,1011245,2,M,35.0,0.0,NL,Hotel
1747,1003511,3,M,44.0,0.0,COL,AirBnB
1748,1005203,3,M,,0.0,ES,AirBnB
1749,1013916,3,F,44.0,0.0,IT,Hotel
1750,1008371,4,F,45.0,1.0,ES,AirBnB
1751,1004318,3,F,41.0,1.0,ES,AirBnB
1752,1008682,4,M,44.0,0.0,PE,AirBnB
1753,1000430,3,F,43.0,0.0,NL,Hotel
1754,1011367,4,M,38.0,,COL,Hotel
1755,1010412,5,M,44.0,1.0,AR,Hotel
1756,1013987,2,F,43.0,0.0,US,Hotel
1757,1009765,5,F,36.0,1.0,,Hotel
1758,1012814,5,M,38.0,,PE,AirBnB
1759,1013713,5,F,,1.0,UK,AirBnB
1760,1006118,2,F,38.0,0.0,US,AirBnB
1761,1013005,4,F,42.0,0.0,ES,Hotel
1762,1012456,7,M,,1.0,NL,Hotel
1763,1008650,2,M,36.0,0.0,NL,Hotel
1764,1013242,4,F,51.0,1.0,COL,AirBnB
1765,1012441,5,M,48.0,0.0,PE,AirBnB
1766,1010024,5,M,39.0,0.0,US,Hotel
1767,1011128,4,F,37.0,0.0,PE,AirBnB
1768,1013213,6,M,41.0,1.0,UK,Hotel
1769,1005228,4,M,39.0,1.0,US,AirBnB
1770,1004911,1,F,41.0,0.0,NL,Hotel
1771,1007465,3,F,39.0,0.0,COL,AirBnB
1772,1004529,3,M,42.0,,US,AirBnB
1773,1003923,5,M,48.0,1.0,PE,Hotel
1774,1004036,1,F,40.0,0.0,AR,AirBnB
1775,1001706,6,M,43.0,0.0,COL,AirBnB
1776,1001436,6,F,,1.0,ES,AirBnB
1777,1013368,4,F,32.0,1.0,US,Hotel
1778,1013541,3,F,35.0,0.0,NL,AirBnB
1779,1002752,1,F,41.0,1.0,NL,AirBnB
1780,1008016,5,F,52.0,1.0,ES,AirBnB
1781,1008852,4,F,36.0,0.0,PE,AirBnB
1782,1008423,6,F,38.0,1.0,NL,Hotel
1783,1006890,3,M,42.0,1.0,UK,Hotel
1784,1006495,3,F,39.0,0.0,AR,AirBnB
1785,1002574,3,F,40.0,1.0,ES,Hotel
1786,1010178,5,M,41.0,,IT,Hotel
1787,1003782,6,M,44.0,0.0,AR,AirBnB
1788,1002009,3,M,39.0,1.0,AR,AirBnB
1789,1012070,2,M,43.0,1.0,NL,Hotel
1790,1008084,4,F,40.0,0.0,AR,AirBnB
1791,1010330,4,F,35.0,1.0,ES,Hotel
1792,1005510,4,M,43.0,1.0,AR,Hotel
1793,1001727,4,F,40.0,0.0,ES,AirBnB
1794,1006878,7,M,43.0,1.0,UK,Hotel
1795,1006726,3,F,37.0,0.0,IT,AirBnB
1796,1002046,2,F,34.0,1.0,NL,Hotel
1797,1010561,3,M,38.0,0.0,AR,Hotel
1798,1011561,6,F,39.0,0.0,,AirBnB
1799,1002856,5,M,42.0,,UK,AirBnB
1800,1006058,3,M,44.0,1.0,US,Hotel
1801,1007089,6,M,42.0,1.0,UK,Hotel
1802,1004961,2,F,37.0,1.0,UK,Hotel
1803,1004027,3,F,40.0,,ES,Hotel
1804,1009481,4,M,37.0,0.0,AR,Hotel
1805,1002664,4,M,46.0,1.0,,Hotel
1806,1003855,4,F,44.0,1.0,NL,AirBnB
1807,1004649,3,F,46.0,,UK,AirBnB
1808,1001003,2,F,41.0,0.0,PE,Hotel
1809,1008381,2,M,40.0,,NL,Hotel
1810,1001677,4,F,40.0,0.0,ES,AirBnB
1811,1000777,2,M,34.0,1.0,PE,AirBnB
1812,1013773,2,F,38.0,0.0,,AirBnB
1813,1012651,3,F,40.0,0.0,IT,AirBnB
1814,1002714,4,F,48.0,,,Hotel
1815,1012796,5,F,,,ES,Hotel
1816,1004678,6,F,43.0,0.0,,Hotel
1817,1012082,5,F,33.0,0.0,IT,AirBnB
1818,1012394,6,M,36.0,0.0,UK,Hotel
1819,1010369,8,M,50.0,,COL,AirBnB
1820,1001557,5,M,26.0,,COL,AirBnB
1821,1013484,1,M,44.0,1.0,ES,Hotel
1822,1005311,7,M,46.0,1.0,PE,Hotel
1823,1003669,6,M,,0.0,COL,AirBnB
1824,1005737,2,M,32.0,1.0,AR,AirBnB
1825,1012903,3,M,,0.0,UK,AirBnB
1826,1009309,3,M,,0.0,IT,AirBnB
1827,1003912,1,M,,1.0,US,Hotel
1828,1010747,4,F,,,IT,AirBnB
1829,1006309,3,F,38.0,0.0,NL,AirBnB
1830,1012268,1,F,44.0,1.0,ES,AirBnB
1831,1010257,3,F,41.0,1.0,NL,AirBnB
1832,1000677,6,F,41.0,1.0,IT,AirBnB
1833,1006698,7,F,43.0,0.0,PE,Hotel
1834,1012367,5,F,37.0,0.0,PE,AirBnB
1835,1001926,4,M,,1.0,US,Hotel
1836,1008836,3,M,,1.0,UK,Hotel
1837,1003740,5,F,,0.0,,Hotel
1838,1003471,2,M,45.0,0.0,AR,AirBnB
1839,1011227,2,F,40.0,1.0,,Hotel
1840,1009860,5,M,40.0,,ES,AirBnB
1841,1004084,1,M,39.0,1.0,UK,AirBnB
1842,1002450,4,M,44.0,1.0,ES,Hotel
1843,1005019,3,M,55.0,0.0,NL,AirBnB
1844,1007196,2,M,45.0,1.0,PE,Hotel
1845,1000246,3,F,43.0,1.0,US,AirBnB
1846,1001586,4,F,39.0,0.0,US,AirBnB
1847,1011505,6,M,39.0,0.0,AR,Hotel
1848,1008207,5,F,32.0,,NL,AirBnB
1849,1006453,4,F,36.0,0.0,,AirBnB
1850,1007667,5,F,37.0,,US,AirBnB
1851,1012864,6,F,,,IT,Hotel
1852,1002173,6,F,40.0,0.0,COL,AirBnB
1853,1009560,6,M,41.0,0.0,US,AirBnB
1854,1002131,2,F,,0.0,UK,Hotel
1855,1010852,2,M,36.0,1.0,AR,AirBnB
1856,1008792,6,F,,1.0,ES,AirBnB
1857,1008395,3,F,38.0,0.0,COL,AirBnB
1858,1010674,3,F,36.0,0.0,UK,AirBnB
1859,1004821,3,F,43.0,0.0,PE,Hotel
1860,1006203,4,F,42.0,1.0,PE,AirBnB
1861,1001923,4,F,37.0,1.0,COL,Hotel
1862,1011077,4,M,49.0,0.0,,AirBnB
1863,1001988,5,F,46.0,0.0,UK,Hotel
1864,1003896,6,F,39.0,0.0,PE,AirBnB
1865,1012834,2,M,43.0,1.0,UK,Hotel
1866,1013912,2,M,44.0,1.0,UK,Hotel
1867,1010669,2,F,42.0,0.0,ES,Hotel
1868,1001887,9,M,45.0,0.0,IT,AirBnB
1869,1006469,2,F,35.0,0.0,PE,AirBnB
1870,1007466,4,F,45.0,0.0,IT,Hotel
1871,1005739,3,F,,1.0,COL,AirBnB
1872,1010469,6,F,25.0,,,Hotel
1873,1004272,5,M,37.0,1.0,COL,AirBnB
1874,1005731,4,F,44.0,0.0,NL,Hotel
1875,1000065,2,M,44.0,0.0,,AirBnB
1876,1004938,6,F,52.0,1.0,COL,AirBnB
1877,1002509,2,F,36.0,0.0,COL,AirBnB
1878,1003826,4,M,44.0,1.0,IT,Hotel
1879,1010457,2,F,,0.0,US,Hotel
1880,1004336,4,M,,1.0,US,Hotel
1881,1003381,1,F,48.0,0.0,PE,Hotel
1882,1004134,3,M,47.0,1.0,NL,Hotel
1883,1008339,5,M,49.0,0.0,,AirBnB
1884,1003629,3,M,46.0,0.0,UK,AirBnB
1885,1007236,6,M,35.0,0.0,NL,Hotel
1886,1012961,2,F,50.0,1.0,PE,AirBnB
1887,1013287,5,M,42.0,1.0,NL,Hotel
1888,1001300,5,M,41.0,0.0,AR,AirBnB
1889,1009725,9,M,38.0,0.0,AR,Hotel
1890,1006466,2,F,44.0,1.0,AR,AirBnB
1891,1007007,6,F,29.0,1.0,UK,Hotel
1892,1008530,6,F,40.0,1.0,AR,Hotel
1893,1005529,1,M,39.0,,COL,AirBnB
1894,1013149,3,F,45.0,1.0,UK,AirBnB
1895,1013059,4,F,,0.0,AR,Hotel
1896,1000580,4,F,44.0,0.0,UK,Hotel
1897,1013452,3,M,47.0,0.0,NL,AirBnB
1898,1005542,2,M,40.0,0.0,AR,Hotel
1899,1000373,5,M,37.0,1.0,COL,AirBnB
1900,1005301,3,M,39.0,0.0,,Hotel
1901,1007057,4,F,42.0,,IT,Hotel
1902,1008647,2,M,50.0,1.0,US,Hotel
1903,1007250,4,M,40.0,0.0,,Hotel
1904,1005271,5,F,42.0,,US,Hotel
1905,1011881,10,M,45.0,1.0,IT,Hotel
1906,1003412,5,M,44.0,0.0,COL,AirBnB
1907,1007790,6,M,38.0,0.0,ES,Hotel
1908,1002737,6,F,43.0,0.0,IT,Hotel
1909,1010408,5,M,38.0,0.0,US,Hotel
1910,1012836,4,M,36.0,0.0,ES,Hotel
1911,1011733,3,F,30.0,1.0,UK,Hotel
1912,1011159,3,M,42.0,,,Hotel
1913,1004237,4,M,43.0,,PE,Hotel
1914,1010269,5,F,44.0,0.0,UK,Hotel
1915,1008973,1,F,36.0,1.0,COL,Hotel
1916,1009248,2,F,41.0,1.0,COL,AirBnB
1917,1002747,2,F,46.0,1.0,UK,AirBnB
1918,1007245,2,F,35.0,,NL,Hotel
1919,1003010,3,F,40.0,1.0,US,Hotel
1920,1012965,2,F,38.0,0.0,UK,AirBnB
1921,1001695,2,F,40.0,0.0,PE,AirBnB
1922,1004149,7,M,41.0,1.0,COL,Hotel
1923,1003766,3,F,43.0,0.0,COL,Hotel
1924,1003383,5,M,43.0,0.0,AR,AirBnB
1925,1006215,4,F,46.0,0.0,IT,Hotel
1926,1013288,6,F,36.0,1.0,US,Hotel
1927,1003489,5,M,43.0,0.0,IT,AirBnB
1928,1007963,4,M,32.0,0.0,IT,Hotel
1929,1010358,6,M,35.0,0.0,US,Hotel
1930,1004854,3,F,40.0,1.0,COL,Hotel
1931,1011550,4,F,39.0,0.0,IT,AirBnB
1932,1001760,6,F,39.0,1.0,,Hotel
1933,1001661,3,F,,1.0,US,AirBnB
1934,1013906,1,M,35.0,1.0,,AirBnB
1935,1003249,6,M,42.0,1.0,US,Hotel
1936,1008699,5,M,35.0,1.0,,AirBnB
1937,1002875,4,F,38.0,0.0,COL,AirBnB
1938,1012306,1,M,34.0,1.0,,AirBnB
1939,1009780,2,M,39.0,1.0,US,AirBnB
1940,1014048,4,F,29.0,0.0,,AirBnB
1941,1001410,5,M,35.0,0.0,NL,Hotel
1942,1000522,3,F,47.0,1.0,NL,AirBnB
1943,1010102,4,F,44.0,1.0,COL,AirBnB
1944,1009864,1,M,40.0,0.0,PE,Hotel
1945,1009650,2,M,44.0,1.0,IT,Hotel
1946,1011560,5,M,42.0,0.0,ES,AirBnB
1947,1004399,2,F,40.0,0.0,NL,AirBnB
1948,1003293,4,M,37.0,0.0,IT,Hotel
1949,1003999,3,M,52.0,0.0,PE,AirBnB
1950,1007907,2,M,47.0,1.0,ES,Hotel
1951,1008919,4,M,35.0,1.0,NL,AirBnB
1952,1006284,7,F,40.0,,PE,Hotel
1953,1001039,4,M,44.0,0.0,UK,AirBnB
1954,1012925,7,F,48.0,,COL,Hotel
1955,1007290,3,F,42.0,1.0,,AirBnB
1956,1011383,3,M,41.0,1.0,UK,Hotel
1957,1013955,2,M,44.0,0.0,ES,AirBnB
1958,1011347,3,M,34.0,1.0,IT,AirBnB
1959,1006479,3,M,45.0,0.0,ES,AirBnB
1960,1000433,5,F,37.0,,PE,AirBnB
1961,1007556,2,M,36.0,0.0,NL,Hotel
1962,1007715,5,M,37.0,1.0,US,AirBnB
1963,1011494,6,F,50.0,0.0,IT,Hotel
1964,1011394,6,M,43.0,1.0,PE,Hotel
1965,1011243,7,M,44.0,0.0,COL,AirBnB
1966,1004501,4,M,43.0,0.0,PE,AirBnB
1967,1000374,7,M,36.0,0.0,US,Hotel
1968,1000702,4,F,37.0,0.0,NL,AirBnB
1969,1008644,3,M,40.0,0.0,PE,Hotel
1970,1006286,2,M,37.0,,NL,Hotel
1971,1001053,4,F,,0.0,IT,Hotel
1972,1004028,3,F,48.0,1.0,IT,AirBnB
1973,1000936,5,F,36.0,0.0,ES,AirBnB
1974,1009493,4,M,40.0,0.0,COL,Hotel
1975,1010137,5,M,47.0,1.0,PE,Hotel
1976,1013075,1,M,46.0,0.0,IT,AirBnB
1977,1011635,4,F,51.0,0.0,COL,Hotel
1978,1012524,7,M,,1.0,AR,Hotel
1979,1010472,7,F,40.0,0.0,IT,AirBnB
1980,1009499,5,M,46.0,0.0,PE,AirBnB
1981,1002642,2,F,,0.0,PE,Hotel
1982,1000490,2,M,38.0,,COL,Hotel
1983,1004086,2,M,49.0,0.0,,AirBnB
1984,1002504,4,F,41.0,1.0,US,AirBnB
1985,1000036,3,F,,1.0,COL,AirBnB
1986,1006811,5,M,30.0,0.0,ES,Hotel
1987,1008377,9,F,,1.0,US,AirBnB
1988,1009596,4,M,34.0,1.0,US,AirBnB
1989,1010512,7,F,39.0,,AR,Hotel
1990,1007622,1,F,43.0,0.0,,Hotel
1991,1010832,5,F,31.0,1.0,IT,Hotel
1992,1001180,6,M,37.0,0.0,NL,Hotel
1993,1001052,4,M,55.0,1.0,AR,AirBnB
1994,1010360,3,F,35.0,0.0,NL,AirBnB
1995,1008428,5,F,44.0,0.0,US,Hotel
1996,1006022,3,F,39.0,0.0,IT,AirBnB
1997,1009430,5,F,,0.0,AR,Hotel
1998,1002367,4,M,42.0,,AR,AirBnB
1999,1007572,6,M,35.0,1.0,AR,AirBnB
2000,1007479,4,M,42.0,1.0,COL,Hotel
2001,1005965,4,M,47.0,1.0,US,Hotel
2002,1003844,2,M,51.0,,UK,Hotel
2003,1008469,1,M,46.0,0.0,NL,AirBnB
2004,1004467,3,M,43.0,1.0,,Hotel
2005,1004930,4,M,41.0,1.0,ES,Hotel
2006,1011508,2,F,38.0,1.0,NL,Hotel
2007,1012073,5,F,41.0,1.0,US,AirBnB
2008,1012930,6,M,,0.0,AR,AirBnB
2009,1001444,2,F,43.0,1.0,AR,AirBnB
2010,1009035,3,F,,,US,AirBnB
2011,1003534,3,F,45.0,0.0,COL,Hotel
2012,1009276,5,M,40.0,0.0,,Hotel
2013,1002766,3,M,43.0,0.0,ES,AirBnB
2014,1003260,5,F,47.0,0.0,AR,Hotel
2015,1003228,4,F,39.0,0.0,NL,AirBnB
2016,1009058,3,M,41.0,1.0,US,Hotel
2017,1005906,4,M,39.0,0.0,UK,Hotel
2018,1009083,5,F,50.0,0.0,IT,Hotel
2019,1011339,2,F,40.0,1.0,PE,Hotel
2020,1000610,4,F,33.0,0.0,PE,AirBnB
2021,1001258,3,F,37.0,0.0,IT,AirBnB
2022,1000118,9,M,37.0,1.0,ES,AirBnB
2023,1005609,5,M,39.0,0.0,IT,Hotel
2024,1011783,3,M,37.0,1.0,UK,AirBnB
2025,1000250,5,F,48.0,0.0,US,Hotel
2026,1011931,9,M,51.0,,UK,AirBnB
2027,1004816,5,F,38.0,1.0,ES,Hotel
2028,1007748,2,M,38.0,1.0,,AirBnB
2029,1009111,6,F,35.0,1.0,COL,Hotel
2030,1012233,4,F,41.0,0.0,AR,Hotel
2031,1007704,4,F,,1.0,IT,AirBnB
2032,1012638,5,M,44.0,0.0,PE,AirBnB
2033,1002636,6,F,37.0,1.0,PE,Hotel
2034,1004218,4,M,40.0,1.0,PE,AirBnB
2035,1011169,4,M,46.0,1.0,UK,Hotel
2036,1001928,6,F,,,AR,AirBnB
2037,1013086,3,M,39.0,0.0,ES,Hotel
2038,1013851,2,F,35.0,1.0,COL,Hotel
2039,1006614,3,M,44.0,0.0,COL,AirBnB
2040,1000872,7,F,42.0,0.0,AR,Hotel
2041,1005726,3,F,52.0,1.0,NL,AirBnB
2042,1005651,4,F,38.0,1.0,,Hotel
2043,1001753,7,M,,1.0,NL,Hotel
2044,1005997,3,F,44.0,0.0,IT,Hotel
2045,1000227,2,M,52.0,1.0,UK,AirBnB
2046,1003714,2,F,45.0,1.0,PE,AirBnB
2047,1003682,5,M,34.0,0.0,PE,Hotel
2048,1010020,4,M,33.0,0.0,PE,Hotel
2049,1013303,5,F,41.0,0.0,NL,Hotel
2050,1008771,7,M,43.0,1.0,NL,Hotel
2051,1002960,4,M,39.0,,NL,AirBnB
2052,1006001,3,M,38.0,0.0,COL,Hotel
2053,1007984,4,M,48.0,0.0,IT,AirBnB
2054,1001687,7,M,,0.0,IT,AirBnB
2055,1003050,5,M,41.0,1.0,UK,Hotel
2056,1011043,2,M,41.0,0.0,PE,AirBnB
2057,1009537,3,M,,1.0,IT,Hotel
2058,1002771,5,M,40.0,1.0,US,AirBnB
2059,1006147,3,F,44.0,1.0,ES,AirBnB
2060,1004067,3,F,40.0,0.0,PE,AirBnB
2061,1012920,5,F,,1.0,ES,AirBnB
2062,1004185,10,F,,1.0,ES,AirBnB
2063,1000041,6,M,42.0,0.0,PE,AirBnB
2064,1001463,3,F,37.0,1.0,,Hotel
2065,1012917,5,M,42.0,1.0,ES,Hotel
2066,1005337,3,F,39.0,0.0,US,AirBnB
2067,1009057,1,M,34.0,0.0,UK,Hotel
2068,1004806,3,F,44.0,,AR,Hotel
2069,1003277,5,F,48.0,1.0,,AirBnB
2070,1006167,5,M,38.0,1.0,ES,AirBnB
2071,1005043,3,F,41.0,0.0,AR,Hotel
2072,1001067,4,F,35.0,1.0,AR,Hotel
2073,1011372,4,M,,1.0,ES,Hotel
2074,1005309,2,M,41.0,1.0,,Hotel
2075,1007683,6,M,39.0,1.0,COL,AirBnB
2076,1010648,3,M,45.0,,UK,Hotel
2077,1013837,2,F,34.0,0.0,NL,AirBnB
2078,1012167,6,F,45.0,0.0,ES,Hotel
2079,1003553,6,F,39.0,1.0,UK,Hotel
2080,1007318,4,F,45.0,1.0,NL,AirBnB
2081,1006415,3,M,,0.0,AR,AirBnB
2082,1009776,3,F,38.0,0.0,US,AirBnB
2083,1008810,5,M,38.0,1.0,US,AirBnB
2084,1009791,6,F,35.0,1.0,PE,Hotel
2085,1003486,5,F,34.0,0.0,AR,AirBnB
2086,1000019,5,F,40.0,1.0,NL,Hotel
2087,1009632,3,M,42.0,1.0,COL,Hotel
2088,1000992,1,M,45.0,0.0,PE,AirBnB
2089,1000948,5,F,,1.0,NL,AirBnB
2090,1003422,7,M,40.0,0.0,PE,Hotel
2091,1013384,2,F,,0.0,UK,Hotel
2092,1011204,5,F,40.0,0.0,UK,AirBnB
2093,1009752,2,M,45.0,0.0,IT,AirBnB
2094,1013290,2,F,45.0,0.0,US,Hotel
2095,1010273,3,F,37.0,1.0,NL,Hotel
2096,1012266,6,F,51.0,1.0,US,AirBnB
2097,1012505,3,M,42.0,1.0,,Hotel
2098,1002106,6,F,33.0,0.0,COL,AirBnB
2099,1011371,4,F,,1.0,NL,AirBnB
2100,1012320,4,F,41.0,0.0,AR,Hotel
2101,1007179,5,F,,1.0,COL,AirBnB
2102,1002506,3,F,,0.0,AR,Hotel
2103,1004803,5,M,40.0,0.0,PE,Hotel
2104,1008575,9,F,39.0,,US,AirBnB
2105,1011403,4,M,39.0,1.0,COL,AirBnB
2106,1011721,5,M,41.0,0.0,ES,AirBnB
2107,1010224,2,F,31.0,1.0,PE,Hotel
2108,1004479,3,F,39.0,1.0,COL,Hotel
2109,1004051,2,M,36.0,0.0,AR,Hotel
2110,1008499,3,M,41.0,0.0,IT,AirBnB
2111,1013817,3,M,40.0,0.0,UK,Hotel
2112,1007712,3,M,42.0,0.0,COL,AirBnB
2113,1005931,1,M,46.0,0.0,PE,AirBnB
2114,1000096,8,M,40.0,0.0,NL,Hotel
2115,1010118,3,F,42.0,1.0,PE,AirBnB
2116,1010667,2,F,33.0,0.0,US,AirBnB
2117,1002624,4,M,37.0,0.0,ES,Hotel
2118,1001631,4,M,37.0,0.0,AR,Hotel
2119,1011307,4,M,33.0,1.0,NL,AirBnB
2120,1012040,7,M,33.0,1.0,COL,AirBnB
2121,1012882,5,F,41.0,,,AirBnB
2122,1002743,1,M,48.0,1.0,,Hotel
2123,1012857,4,M,39.0,0.0,PE,Hotel
2124,1002324,5,F,36.0,0.0,ES,AirBnB
2125,1013450,3,F,36.0,0.0,COL,AirBnB
2126,1000707,4,F,48.0,1.0,NL,AirBnB
2127,1001879,2,F,40.0,1.0,ES,Hotel
2128,1001268,5,F,47.0,0.0,US,Hotel
2129,1006629,2,F,40.0,0.0,US,AirBnB
2130,1000723,3,F,39.0,0.0,UK,AirBnB
2131,1000487,1,F,,0.0,IT,Hotel
2132,1003354,3,M,,,ES,AirBnB
2133,1008883,7,M,,,ES,AirBnB
2134,1005679,3,F,31.0,0.0,ES,AirBnB
2135,1009408,5,F,45.0,0.0,AR,Hotel
2136,1001627,3,M,39.0,1.0,AR,AirBnB
